id,title,genres,tagline,overview
334538,Into the Forest,Drama ScienceFiction,Hope is power,"In the not too distant future, two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse. Informed only by rumor, they fight intruders, disease, loneliness &amp; starvation."
253412,Everest,Adventure Drama,The Storm Awaits.,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival."
330764,The Brand New Testament,Comedy Fantasy,God Exists. He Lives in Brussels with his teenage daughter.,"God lives in Brussels. On earth though, God is a coward, with pathetical morals and being odious with his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad..."
314365,Spotlight,Drama Thriller History,Break the story. Break the silence.,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
336050,Son of Saul,War Drama Thriller,,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son."
333674,Intruders,Drama Thriller Horror,They Should Have Left Her Alone,"Anna suffers from agoraphobia so crippling that when a trio of criminals break into her house, she cannot bring herself to flee. But what the intruders don't realize is that agoraphobia is not her only psychosis."
245698,Pawn Sacrifice,Thriller Drama,On the board he fought the Cold War. In his mind he fought his madness.,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.
325348,Hardcore Henry,Action Adventure ScienceFiction,First they made him dangerous. Then they made him mad.,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia."
295964,Burnt,Drama,Never underestimate a man with everything to lose.,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
296065,Last Shift,Horror Thriller,Fear the ones left behind.,"A rookie cop's world is turned upside down when she comes face to face with Paymon - King Of Hell. Officer Jessica Loren has the last shift at a transitioning police station, assigned to wait for a crew picking up bio-hazard waste from the armoury. But unbeknownst to her, cult leader John Michael Paymon has haunted the department ever since he committed suicide in custody. Jessica is about to find out just how dangerous he still is, all alone on the graveyard shift............."
329263,Fuck You Goethe 2,Comedy,,"Mr. Müller is not satisfied with his new work at the Goethe-Gesamtschule. The early getting up and correcting exams annoy him. Director Gerster wants to improve the image of the Goethe-Gesamtschule because she wants to be a symbol of the new company. To achieve this, she wants to take away the partnership from the Schillergymnasium with a Thai school. So, Mr. Müller, Mrs. Schnabelstedt and the 10b must go on a school trip to Thailand."
290637,Pay the Ghost,Horror Thriller,Evil walks among us.,"One year after his young son disappeared during a Halloween carnival, Mike Cole is haunted by eerie images and terrifying messages he can’t explain. Together with his estranged wife, he will stop at nothing to unravel the mystery and find their son—and, in doing so, he unearths a legend that refuses to remain buried in the past."
271736,The Program,Drama,Champion. Hero. Legend. Cheat.,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong."
159824,Hotel Transylvania 2,Animation Comedy Family,They're back to raise a little terror,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool."
360784,Hidden,Thriller Horror,Fear will find you.,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.
306745,Freeheld,Romance Drama,A true story of love and injustice.,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.
314385,By the Sea,Drama Romance,,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner."
309809,The Little Prince,Adventure Animation Fantasy,Growing up isn't the problem... forgetting is.,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met."
330112,Ashby,Drama Romance Comedy,Life is about knowing how to take a hit.,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby – who turns out to be a retired CIA assassin – deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise."
297762,Wonder Woman,Action Adventure Fantasy,Power. Grace. Wisdom. Wonder.,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.
339988,The Circle,Drama Thriller ScienceFiction,Knowing is good. Knowing everything is better.,"A young tech worker takes a job at a greedy Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will have no effect whatsoever."
68730,Silence,Drama History,Sometimes silence is the deadliest sound,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact."
296098,Bridge of Spies,Thriller Drama,"In the shadow of war, one man showed the world what we stood for.","During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court."
324807,A Bigger Splash,Crime Drama Mystery Thriller,,"An American couple, Paul and Marianne, spend their vacation in Italy and experiences trouble when the wife invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios."
352208,Where to Invade Next,Documentary,Prepare to be liberated,"Academy Award-winning director Michael Moore returns with what may be his most provocative and hilarious film yet: Moore tells the Pentagon to ""stand down"" — he will do the invading for America from now on."
306947,The Invitation,Thriller,There is nothing to be afraid of,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something."
270487,"Hail, Caesar!",Comedy Drama Mystery,Lights. Camera. Abduction.,"Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming."
318917,Look Who's Back,Comedy,,"Adolf Hitler wakes up in a vacant lot in Berlin, with no knowledge of anything that happened after 1945. Homeless and destitute. Although everyone recognizes him, nobody believes that he is Hitler; instead, they think he is either a comedian, or a method actor."
325848,"Connasse, Princesse des cœurs",Comedy,,"Thirty-year-old Camilla, born a bitch, realizes that she doesn't have the life she deserves and decides that the only destiny worthy of her is that of a royal princess."
335866,Circle,Horror ScienceFiction,In here… everything gets you killed.,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.
257445,Goosebumps,Adventure Horror Comedy,The stories are alive.,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
290762,Miss You Already,Comedy Drama Romance,"When life falls apart, friends keep it together",The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.
304372,The Perfect Guy,Drama Thriller,"Trust one, fear the other.","After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers his violent side that disrupts her life."
346808,Momentum,Action Thriller,,"When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a deadly game of cat-and-mouse with a master assassin and his team of killers.  Armed with her own set of lethal skills, Alex looks to exact revenge for her murdered friends while uncovering the truth."
294963,Bone Tomahawk,Horror Western Adventure Drama,May the Lord have mercy and grant you a swift death,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. One of the villagers takes care of him in prison. One day they both disappear – only the spear of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and his nurse."
146301,Paranormal Activity: The Ghost Dimension,Horror Thriller,You can't save them. All you can do is watch.,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan."
293646,The 33,Drama History,Hope Runs Deep,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days."
356296,Suburra,Crime Drama Thriller,,"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long."
254172,Fathers and Daughters,Drama,"He wrote to her, about her, and for her.","A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own."
298382,The Dressmaker,Drama,Revenge is back in fashion,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town."
254201,The Absent One,Crime Thriller,,"In 1994 two young twins are found brutally murdered in a summer cottage. A number of clues points in the direction of a group of young upper class students from a nearby boarding school, but the case is closed as a local outsider pleads guilty and is convicted for the murders. When the case ends up on Carls Mørck’s desk 20 years later, he soon realises that something is terribly wrong. As Carl and Assad start investigating the case, they are led on to an old emergency call from a desperate girl who seems to know the secrets of the murders. Soon they are plunged into an intense search for the girl, Kimmie, who has been missing since the murders happened. But Carl and Assad are not the only ones trying to track her down as the girl’s testimonial is of great danger to a group of influential men at the top of society who will do all they can to keep her silent."
294016,Trumbo,Drama,Are you now or have you ever been...,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.
310126,"Il ricco, il povero e il maggiordomo",Comedy,,
321741,Concussion,Drama,Even Legends Need a Hero,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world."
227973,The Peanuts Movie,Animation,The story of an underdog. And his dog.,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home."
312831,The Hallow,Fantasy Horror,Nature has a dark side.,A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.
315465,The Boy and the Beast,Fantasy Action Adventure Animation,,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures."
306952,Naomi and Ely's No Kiss List,Comedy Drama Romance,She's just a girl who loves a boy who loves a boy.,The bonds between Naomi and Ely are tested when they fall for the same guy.
312221,Creed,Drama,Your legacy is more than a name,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
339527,Solace,Crime Drama Mystery,"A serial killer who can see your future, a psychic who can save it","A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer. After having lived in isolation for two years, since the death of his daughter, Clancy is asked by his friend Joe, an FBI special agent to help him solve several murders committed by a serial killer."
336004,Heist,Crime Action Thriller,Never make a bet you can't afford to lose.,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus."
332502,400 Days,Mystery ScienceFiction Thriller,Time to Kill,"4 would be astronauts spend 400 days in a land locked space simulator to test the psychological effects of deep space travel but, when something goes terribly wrong and they are forced to leave the simulation, they discover that everything on earth has changed. Is this real or is the simulation on a higher level than they could have ever imagined?"
333348,Love the Coopers,Comedy Family,"Christmas means comfort, joy and chaos.","When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday."
19100,Those Happy Days,Comedy Family,,"Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings..."
321751,A Perfect Day,Comedy Drama,,Film about a group of aid workers trying to resolve a crisis in an armed conflict zone in the Balkans.
257088,Point Break,Action Crime Thriller,The only law that matters is gravity,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break""."
299687,The 5th Wave,Adventure ScienceFiction,Protect Your Own,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.
336882,The Wave,Action Drama Thriller,It was only a matter of time.,"Based on the fact that mountain party Åkneset, located in the Geiranger fjord in Norway, one day will race out and create a violent tsunami of over 80 meters that will crush everything in its path before it hits land in Geiranger. A geologist gets caught in the middle of it and a race against time begins."
331836,Babysitting 2,Comedy,,"Franck and his girlfriend Sonya, plus some of their friends go on holiday in Brazil. Franck, his friends, two girls and Sonya's grandmother leave to visit a cave, but everything goes wrong and their crazy adventures begin."
300693,Truth,Drama,,A behind-the-scenes look at news anchor Dan Rather during his final days at C.B.S. News when he broadcast a damaging report about how President Bush relied on privilege and family connections to avoid fighting in the Vietnam War.
318846,The Big Short,Comedy Drama,This is a true story.,The men who made millions from a global economic meltdown.
347969,The Ridiculous 6,Comedy Western,,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers."
26736,Wizards of Waverly Place: The Movie,Adventure Comedy Drama Family Fantasy,Family vacations can be tricky.,Powerful magic cast by Alex spells trouble for the Russo's. The kids must go on an adventure to save their family and their existence.
329833,Zoolander 2,Comedy,Long time no Z,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.
259694,How to Be Single,Comedy Romance,Welcome to the party,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love."
351819,Fifty Shades of Black,Romance Comedy,Way shadier than gray.,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.
340666,Nocturnal Animals,Drama Thriller,When you love someone you can't just throw it away,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent."
274167,Daddy's Home,Comedy,Choose your Daddy,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids."
266294,Sisters,Comedy,Big sisters don't always know best.,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.
140300,Kung Fu Panda 3,Action Adventure Animation Comedy Family,Grab destiny by the rice dumplings.,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
347201,Boruto: Naruto the Movie,Action Animation Fantasy,,"Boruto is the son of the 7th Hokage Naruto who completely rejects his father. Behind this, he has feelings of wanting to surpass Naruto, who is respected as a hero. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation written by Masashi Kishimoto rises!"
317442,The Last: Naruto the Movie,Action Animation Romance,,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything."
58431,Pride and Prejudice and Zombies,Romance Horror Comedy Thriller,Bloody lovely.,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all."
374416,Quo vado?,Comedy,,Checco is 39 and lived his entire life with his parents. He loves his job where he does nothing the all day until something happens that will change his behavior and maybe his life..
174751,Jane Got a Gun,Action Drama Western,,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job."
329440,The Forest,Horror Thriller,Everyone comes here looking for a way out,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared."
348678,A Man Called Ove,Comedy Drama,,"Despite grumpy 59 year-old Ove being deposed as president of his condominium association, but he keeps looking over the neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life."
323675,Ride Along 2,Action Comedy,The brothers-in-law are back,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product."
366924,Batman: Bad Blood,Action Animation ScienceFiction,Justice runs in the family,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead. And a new player, Batwoman, investigates Batman's disappearance."
319888,Eddie the Eagle,Comedy Drama History,"Win or lose, always aim high","Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics."
329805,My King,Drama Romance,,"Tony is admitted to a rehabilitation center after a serious ski accident. Dependent on the medical staff and pain relievers, she takes time to look back on a turbulent relationship that she experienced with Georgio."
321258,The Boy,Horror Mystery Thriller,Every child needs to feel loved.,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child."
335778,Risen,Action,Witness the manhunt that changed the course of human history,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem."
364116,The Other Side of the Door,Thriller Horror,It was never meant to be opened.,"Grieving over the loss of her son, a mother struggles with her feelings for her daughter and her husband. She seeks out a ritual that allows her say goodbye to her dead child, opening the veil between the world of the dead and the living. Her daughter becomes the focus of terror. She must now protect against the evil that was once her beloved son."
291870,Dirty Grandpa,Comedy,This is Jason. He's a little worried about his grandpa.,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride."
300673,The Finest Hours,Action Drama History Thriller,"32 survivors, room for 12.",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.
339408,The Birth of a Nation,Drama,The Untold Story of Nat Turner,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites."
296096,Me Before You,Drama Romance,#LiveBoldly,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine."
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action Adventure Drama,The past returns with a vengeance.,"A story of lost love, young love, a legendary sword and one last opportunity at redemption."
146198,Triple 9,Action Thriller,The Code on the Street is Never Black & White,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.
205584,Gods of Egypt,Fantasy,The battle for eternity begins,A common thief joins a mythical god on a quest through Egypt.
323677,Race,Action Drama,The incredible true story of gold medal champion Jesse Owens,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend."
333371,10 Cloverfield Lane,Thriller ScienceFiction Drama,Monsters come in many forms.,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?"
267860,London Has Fallen,Action Crime Thriller,The world's leaders have assembled. So have their enemies.,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders."
269149,Zootopia,Animation Adventure Family Comedy,Welcome to the urban jungle.,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery."
279641,Whiskey Tango Foxtrot,War Comedy,From the headlines to the front lines,"In 2002, cable news producer Kim Barker (Tina Fey) decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel (Margot Robbie), a fellow journalist who takes the shellshocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent."
267193,Grimsby,Action Comedy,Behind every hero is an embarrassing sibling,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot."
365222,Ip Man 3,Action Drama History,,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand."
182219,Serial Teachers,Comedy,,"With only 12 percent of its pupils obtaining their baccalaureate, Jules Ferry High School is the worst school in France. The Inspector of Schools has already exhausted all the conventional means to raise standards at the school and he has no choice but to take the advice of his deputy. It is a case of having to fight fire with fire: the worst pupils must be taught by the worst teachers..."
371645,Hunt for the Wilderpeople,Drama Adventure Comedy,Nature just got gangster,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive."
302528,Remember,Drama Thriller,Dark truths will come to light.,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person responsible for the death of his family."
37265,All Ladies Do It,Comedy Drama,,"Diana is a Roman wife happily married to sympathetic Paolo but she is keen on playing benign games of seduction with other men while resisting the advances of chic lingerie shop owner Silvio. She narrates her adventures to Paolo in order to stimulate their otherwise monotonous sexual life. However, under the influence of her lesbian friend Antonietta and raunchy sister Nadia, Diana starts to move the ongoings further while Paolo is still prone to believing that events narrated by her are merely fantasies."
329010,Emelie,Thriller,I'm your new babysitter,"After their regular babysitter Maggie can’t make it, the Thompson family turns to her friend Anna to supervise their children while the parents go out to celebrate their anniversary. At first Anna seems like a dream come true to the kids, allowing them to eat extra cookies and play with things that are usually off-limits, but as her behavior becomes increasingly odd, the kids soon find out that her intentions are dark and twisted, and she is not who she seems to be."
301365,The Neon Demon,Thriller Horror,Beauty is vicious.,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has."
364433,They Call Me Jeeg Robot,Action Drama Comedy Thriller ScienceFiction,,"Enzo Ceccotti comes into contact with a radioactive substance, then accidently discovers he has superpowers. A touchy, navel-gazing introvert, he’s sure his new capabilities will do wonders for his life of crime, but that all changes when he meets Alessia, who’s convinced he’s the hero from the famous Japanese comic strip, Steel Jeeg Robot."
333352,Eye in the Sky,Drama Thriller War,Welcome to the new front line,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.
320588,"Hello, My Name Is Doris",Comedy Drama Romance,She's not ready to act her age,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.
333385,Mr. Right,Action Comedy Romance,They make a killer couple.,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him."
339984,Miracles from Heaven,Drama,How do we explain the impossible?,A faith based movie. A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident. Based on the book 'Three Miracles From Heaven' by Christy Beam.
375012,Under the Shadow,Horror,Fear will find you,"As a mother and daughter struggle to cope with the terrors of the post-revolution, war torn Tehran of the 80s, a mysterious evil begins to haunt their home."
315664,Florence Foster Jenkins,Comedy Drama,"People may say I couldn't sing, but no one can say I didn't sing","The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice."
302688,My Big Fat Greek Wedding 2,Romance Comedy Family,People change. Greeks don't.,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding."""
186759,Get a Job,Comedy,Graduating was the easy part,"A recent college graduate and his friends are forced to lower life expectations when they leave school for the real world. Life after college graduation is not exactly going as planned for Will and Jillian who find themselves lost in a sea of increasingly strange jobs. But with help from their family, friends and coworkers they soon discover that the most important (and hilarious) adventures are the ones that we don't see coming."
342521,Keanu,Action Comedy,"Kitten, please.",Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.
296360,Love & Friendship,Comedy Drama Romance,A lady never reveals her tactics.,"From Jane Austen’s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans."
379291,Justice League vs. Teen Titans,Action Animation,,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.
357096,I Spit on Your Grave III: Vengeance is Mine,Horror Thriller,,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her."
295699,Everybody Wants Some!!,Comedy,Here for a good time not a long time,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.
369557,Sing Street,Romance Drama Music,Boy meets girl. Girl unimpressed. Boy starts band.,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
370755,Paterson,Comedy Drama Romance,"If you ever left me, I'd tear my heart out and never put it back","Set in the present in Paterson, New Jersey, this is a tale about a bus driver and poet."
290595,The Huntsman: Winter's War,Action Adventure Drama,The story before Snow White,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them."
325133,Neighbors 2: Sorority Rising,Comedy,New neighbors.,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.
301608,The Trust,Crime Thriller,Bad cops make the best criminals,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.
